Pavadinimas,Metai,Kėbulo tipas,Kaina,Kuras,Pavarų dėžė,Variklis,Rida,Miestas,Nuoroda
BMW 520,2005,Universalas,2 000 €,Dyzelinas,Automatinė,"2.5 l., 130 kW",423 654 km,Alytus,https://autoplius.lt/skelbimai/bmw-520-2-5-l-universalas-2005-dyzelinas-29813557.html
BMW 520,2006-10,Universalas,2 800 €,Dyzelinas,Automatinė,"2.0 l., 120 kW",491 205 km,Lazdijai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2006-dyzelinas-29783729.html
BMW 520,2010-07,Universalas,3 900 €,Dyzelinas,Mechaninė,"2.0 l., 130 kW",264 139 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-29447604.html
BMW 520,2008-08,Universalas,3 750 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",311 000 km,Panevėžys,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2008-dyzelinas-29793613.html
BMW 520,2009-07,Universalas,3 850 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",318 000 km,Šilutė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2009-dyzelinas-29749837.html
BMW 520,1989-03,Sedanas,3 200 €,Benzinas,Mechaninė,"2.0 l., 95 kW",320 000 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-1989-benzinas-29401876.html
BMW 520,2009,Universalas,3 300 €,Dyzelinas,Mechaninė,"2.0 l., 120 kW",321 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2009-dyzelinas-29754343.html
BMW 520,2008-02,Universalas,3 000 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",329 849 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2008-dyzelinas-29588661.html
BMW 520,2008-03,Universalas,3 950 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",337 220 km,Telšiai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2008-dyzelinas-29561855.html
BMW 520,2008-01,Universalas,3 300 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",342 500 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2008-dyzelinas-29668509.html
BMW 520,2008-06,Universalas,3 450 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",345 000 km,Prienai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2008-dyzelinas-29794875.html
BMW 520,2008-10,Universalas,3 400 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",359 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2008-dyzelinas-30016793.html
BMW 520,2008-06,Universalas,3 000 €,Dyzelinas,Mechaninė,"2.0 l., 130 kW",370 000 km,Vievis,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2008-dyzelinas-29570427.html
BMW 520,2008-12,Universalas,3 500 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",378 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2008-dyzelinas-29707143.html
BMW 520,2008,Universalas,3 150 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",381 000 km,Radviliškis,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2008-dyzelinas-30028671.html
BMW 520,2007-07,Sedanas,3 200 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",396 000 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2007-dyzelinas-29734979.html
BMW 520,2008,Universalas,3 700 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",411 737 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2008-dyzelinas-28776083.html
BMW 520,2013-03,Universalas,3 500 €,Dyzelinas,Automatinė,"2.0 l., 160 kW",,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-30019109.html
BMW 520,2010-06,Universalas,3 850 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",,Kėdainiai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-30004361.html
BMW 520,2013-09,Sedanas,4 300 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",201 000 km,Vievis,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2013-dyzelinas-30022411.html
BMW 520,2009-03,Universalas,4 990 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",243 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2009-dyzelinas-29411806.html
BMW 520,2008-10,Universalas,4 050 €,Dyzelinas,Mechaninė,"2.0 l., 120 kW",248 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2008-dyzelinas-29993825.html
BMW 520,2009-03,Universalas,4 390 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",249 942 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2009-dyzelinas-28945947.html
BMW 520,2009-06,Sedanas,4 955 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",250 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2009-dyzelinas-29961159.html
BMW 520,2008-05,Sedanas,4 900 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",261 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2008-dyzelinas-29670447.html
BMW 520,2008-08,Universalas,4 000 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",278 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2008-dyzelinas-29898624.html
BMW 520,2008-11,Sedanas,4 700 €,Dyzelinas,Mechaninė,"2.0 l., 130 kW",280 000 km,Tauragė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2008-dyzelinas-29898438.html
BMW 520,2008,Universalas,4 250 €,Dyzelinas,Mechaninė,"2.0 l., 130 kW",283 803 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2008-dyzelinas-29984951.html
BMW 520,2007,Universalas,4 990 €,Dyzelinas,Automatinė,"2.0 l., 120 kW",286 334 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2007-dyzelinas-29732431.html
BMW 520,2007-12,Universalas,4 634 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",291 674 km,Panevėžys,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2007-dyzelinas-29508020.html
BMW 520,2007-09,Universalas,4 500 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",295 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2007-dyzelinas-29874884.html
BMW 520,2011,Universalas,4 666 €,Dyzelinas,Automatinė,135 kW,297 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-universalas-2011-dyzelinas-30039595.html
BMW 520,2006-07,Universalas,4 150 €,Dyzelinas,Mechaninė,"2.0 l., 110 kW",299 999 km,Telšiai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2006-dyzelinas-30004325.html
BMW 520,2008-01,Sedanas,4 250 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",315 380 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2008-dyzelinas-30039509.html
BMW 520,2007-12,Sedanas,4 150 €,Dyzelinas,Mechaninė,"2.0 l., 130 kW",318 000 km,Palanga,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2007-dyzelinas-29353290.html
BMW 520,2009,Universalas,4 200 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",320 000 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2009-dyzelinas-29987539.html
BMW 520,2008-05,Universalas,4 300 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",330 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2008-dyzelinas-29662067.html
BMW 520,2007-11,Sedanas,4 700 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",334 500 km,Radviliškis,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2007-dyzelinas-30009913.html
BMW 520,2010,Universalas,4 850 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",338 100 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-29638125.html
BMW 520,2008,Sedanas,4 700 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",390 547 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2008-dyzelinas-30004639.html
BMW 520,2009-11,Universalas,4 700 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",430 000 km,Klaipėda,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2009-dyzelinas-29868504.html
BMW 520,2009-09,Universalas,4 150 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",461 030 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2009-dyzelinas-29067895.html
BMW 520,2010-04,Universalas,5 100 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",230 103 km,Utena,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-29927789.html
BMW 520,2010-09,Universalas,5 799 €,Dyzelinas,Mechaninė,"2.0 l., 135 kW",251 253 km,Šilutė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-29783677.html
BMW 520,2011,Universalas,5 900 €,Dyzelinas,Mechaninė,"2.0 l., 135 kW",251 500 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-30038095.html
BMW 520,2009,Universalas,5 200 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",255 365 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2009-dyzelinas-29321804.html
BMW 520,2009,Universalas,5 990 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",255 497 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2009-dyzelinas-29995535.html
BMW 520,2010,Universalas,5 700 €,Dyzelinas,Automatinė,"2.0 l., 120 kW",270 643 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-29835148.html
BMW 520,2015-07,Sedanas,5 200 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",272 000 km,Ukmergė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2015-dyzelinas-30016677.html
BMW 520,2008-03,Sedanas,5 850 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",278 943 km,Utena,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2008-dyzelinas-29732629.html
BMW 520,2013,Universalas,5 990 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",282 000 km,Klaipėda,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29782065.html
BMW 520,2012-02,Universalas,5 000 €,Dyzelinas,Mechaninė,"2.0 l., 135 kW",300 000 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-30031853.html
BMW 520,2013-04,Universalas,5 450 €,Dyzelinas,Mechaninė,"2.0 l., 135 kW",325 000 km,Šilutė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-30038681.html
BMW 520,2011-07,Sedanas,5 500 €,Dyzelinas,Mechaninė,"2.0 l., 135 kW",330 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2011-dyzelinas-29199507.html
BMW 520,2009,Universalas,5 700 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",341 000 km,Radviliškis,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2009-dyzelinas-30033747.html
BMW 520,2010,Universalas,5 790 €,Dyzelinas,Automatinė,"2.0 l., 120 kW",342 405 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-29996135.html
BMW 520,2009-09,Sedanas,5 500 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",360 000 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2009-dyzelinas-29468638.html
BMW 520,2008,Universalas,5 990 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",362 280 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2008-dyzelinas-29834490.html
BMW 520,2009-01,Universalas,5 200 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",379 500 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2009-dyzelinas-30011873.html
BMW 520,2013-01,Universalas,5 900 €,Dyzelinas,Automatinė,"2.0 l., 120 kW",386 882 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29823791.html
BMW 520,2011,Universalas,5 800 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",390 200 km,Jonava,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-30038639.html
BMW 520,2012-07,Universalas,6 200 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",253 000 km,Tauragė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-30021019.html
BMW 520,2014-02,Universalas,6 500 €,Dyzelinas,Automatinė,"2.0 l., 120 kW",257 000 km,Plungė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-29995021.html
BMW 520,2009,Universalas,6 590 €,Dyzelinas,Automatinė,"2.0 l., 130 kW",262 371 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2009-dyzelinas-29996117.html
BMW 520,2010,Universalas,6 800 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",264 000 km,Klaipėda,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-29698849.html
BMW 520,2011-08,Universalas,6 700 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",264 310 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29973235.html
BMW 520,2013-10,Universalas,6 590 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",272 000 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29521084.html
BMW 520,2012-06,Sedanas,6 900 €,Dyzelinas,Mechaninė,"2.0 l., 135 kW",276 523 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2012-dyzelinas-30013627.html
BMW 520,2011-11,Universalas,6 500 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",281 342 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29830010.html
BMW 520,2012-06,Universalas,6 999 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",281 500 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-29686231.html
BMW 520,2016-01,Universalas,6 999 €,Dyzelinas,Mechaninė,"2.0 l., 140 kW",285 000 km,Utena,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2016-dyzelinas-30029681.html
BMW 520,2011-11,Universalas,6 800 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",287 000 km,Tauragė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-30012019.html
BMW 520,2011-11,Universalas,6 550 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",292 000 km,Ukmergė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29981001.html
BMW 520,2010-12,Universalas,6 200 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",301 586 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-23877411.html
BMW 520,2011-01,Universalas,6 700 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",308 111 km,Radviliškis,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29394750.html
BMW 520,2010-09,Universalas,6 700 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",323 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-30008697.html
BMW 520,2011-03,Universalas,6 900 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",329 069 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29571673.html
BMW 520,2013-10,Universalas,6 750 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",330 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-30004417.html
BMW 520,2011-11,Universalas,6 600 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",334 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29718381.html
BMW 520,2012-05,Universalas,6 950 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",336 000 km,Utena,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-30019471.html
BMW 520,2011-12,Universalas,6 750 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",338 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-30003095.html
BMW 520,2012-08,Universalas,6 700 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",340 000 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-30040927.html
BMW 520,2010-12,Universalas,6 900 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",345 000 km,Panevėžys,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-29605271.html
BMW 520,2010,Universalas,6 500 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",348 000 km,Alytus,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-29878028.html
BMW 520,2011-03,Universalas,6 900 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",350 000 km,Klaipėda,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29698519.html
BMW 520,2010-10,Universalas,6 300 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",352 253 km,Vilkaviškis,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-30001391.html
BMW 520,2012-01,Universalas,6 700 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",376 000 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-29633363.html
BMW 520,2012-04,Sedanas,6 900 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",384 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2012-dyzelinas-29991251.html
BMW 520,2012-12,Universalas,6 000 €,Dyzelinas,Mechaninė,"2.0 l., 135 kW",393 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-29920049.html
BMW 520,2013-03,Universalas,6 490 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",394 709 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29801729.html
BMW 520,2012-06,Universalas,7 300 €,Benzinas,Mechaninė,"2.0 l., 135 kW",185 000 km,Tauragė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-benzinas-29967463.html
BMW 520,2011,Universalas,7 200 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",200 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29671501.html
BMW 520,2011-05,Universalas,7 950 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",200 000 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29937565.html
BMW 520,2011-09,Universalas,7 800 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",218 000 km,Vilkaviškis,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-28134144.html
BMW 520,2012-09,Universalas,7 800 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",222 900 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-29875582.html
BMW 520,2011-07,Universalas,7 500 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",230 000 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-29719905.html
BMW 520,2010-11,Universalas,7 299 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",237 000 km,Kėdainiai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-28982331.html
BMW 520,2011,Universalas,7 400 €,Dyzelinas,Mechaninė,"2.0 l., 135 kW",242 776 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-26643541.html
BMW 520,2013-08,Sedanas,7 999 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",252 940 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2013-dyzelinas-28982221.html
BMW 520,2012-05,Universalas,7 800 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",256 000 km,Jonava,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-29380280.html
BMW 520,2011-07,Sedanas,7 350 €,Dyzelinas,Mechaninė,"2.0 l., 120 kW",257 000 km,Alytus,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2011-dyzelinas-29605907.html
BMW 520,2013-12,Universalas,7 250 €,Dyzelinas,Mechaninė,"2.0 l., 135 kW",260 000 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29781297.html
BMW 520,2010-12,Universalas,7 900 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",264 200 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-30012807.html
BMW 520,2013-03,Universalas,7 650 €,Dyzelinas,Automatinė,"2.0 l., 160 kW",266 575 km,Šiauliai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2013-dyzelinas-29733063.html
BMW 520,2010-11,Universalas,7 899 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",268 125 km,Kretinga,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-29904954.html
BMW 520,2014-09,Universalas,7 777 €,Dyzelinas,Automatinė,"2.0 l., 140 kW",269 000 km,Tauragė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2014-dyzelinas-29991979.html
BMW 520,2011-12,Universalas,7 300 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",275 278 km,Telšiai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-30030265.html
BMW 520,2011-07,Sedanas,7 700 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",276 200 km,Marijampolė,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2011-dyzelinas-29698073.html
BMW 520,2012-08,Sedanas,7 950 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",277 500 km,Kaunas,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2012-dyzelinas-30035097.html
BMW 520,2011-06,Sedanas,7 650 €,Dyzelinas,Mechaninė,"2.0 l., 135 kW",278 000 km,Druskininkai,https://autoplius.lt/skelbimai/bmw-520-2-0-l-sedanas-2011-dyzelinas-29561215.html
BMW 520,2010-11,Universalas,7 100 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",290 000 km,Alytus,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2010-dyzelinas-29735919.html
BMW 520,2011-05,Universalas,7 999 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",293 674 km,Vilnius,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2011-dyzelinas-30039459.html
BMW 520,2012-01,Universalas,7 900 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",295 000 km,Panevėžys,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-27998091.html
BMW 520,2011,Sedanas,7 250 €,Dyzelinas,Automatinė,,296 496 km,Prienai,https://autoplius.lt/skelbimai/bmw-520-sedanas-2011-dyzelinas-29748213.html
BMW 520,2012-03,Universalas,7 100 €,Dyzelinas,Automatinė,"2.0 l., 135 kW",298 123 km,Jonava,https://autoplius.lt/skelbimai/bmw-520-2-0-l-universalas-2012-dyzelinas-30031363.html
